dosen,judul,abstrak,keyword
", Dedi Gunawan S.T., M.Sc.",Sistem Layanan Informasi Maintenance Of Pesma KH Mas Mansur UMS (Slim Pesma),"Pesantren Mahasiswa Internasional KH Mas Mansur (Pesma) has good management in developing its resources with the help of various facilities that are in it, and has a mission
to digitize each system that has been implemented to date. but unfortunately in managing the maintenance of each facility is very poorly conditioned so that it creates a very slow response and an environment that is less conducive. therefore, the authors conduced this research to conduct a case study of facilities with constraints in pesma, especially in the maintenance of facilities that are in each mahasantri room such as cupboards and other
furniture in certain rooms. This Web based application was created using Bootstrap and Laravel Framework. The method used in this study is the Waterfall SDLC (System Development Life Cycle) Method. this application is named with ""SLIM Pesma""","bootstrap, laravel, web, slim pesma, facility."
", Fatah Yasin Al Irsyadi, ST., M.T.",Game Edukasi Pengenalan Pertumbuhan Hewan dan Tumbuhan pada Anak Tunagrahita Ringan di SLB YPASP Gondangrejo,"Introduction of the environment to early childhood is very important, as is the introduction of growing animals and plants. Because children today still do not understand the process of growing animals and plants. Especially children with special needs, such as children in general who have the right to education. Children with autism are usually shown with communication problems. In the learning process at schools for children with special needs, teachers are required to be creative in providing material, so that they don't get bored quickly,  therefore media is needed to attract their interest in learning, so they can learn while playing. Therefore, the authors make a solution with Android-based educational games media, facilitate the delivery of material and increase interest in learning to students. This research was conducted at the BC Special School, Saestu Putro Gondangrejo Children's Education Foundation, with reference to the basic competencies (KD) in school. Testing is done by conducting interviews with the homeroom teacher and direct storage of how children learn when in  class with their teachers. Making games using Construct 2 Software, creating a game description using Adobe Photoshop CC 2015 and for processing the audio using Audacity. Testing the application using the Blackbox method shows that the game can run according to its function. For implementation, it is done by direct testing the respondents to fill out the questionnaire used to measure the application. The results obtained from the respondent's data indicate that this application can help 8 users with a percentage of 84%.","anak berkebutuhan khusus, android, autis, game edukasi"
", Fatah Yasin Al Irsyadi, ST., M.T.",Game Edukasi Pengenalan Profesi untuk Anak Berkebutuhan Khusus Tunagrahita Kelas 4 SD SLB-BC (Studi Kasus: SLB-BC Karya Sejahtera Sragen),"It is very important to introduce various kinds of work from an early age to children, both normal children and children with special needs. Such as children with special needs mentally retarded who have intellectual development barriers. At this time, learning to introduce various professions in the school is still using a tool in the form of a picture poster.  In  addition,  with  this  learning  method,  children  become  easily  bored  while studying. Therefore, the purpose of making this educational game is to help introduce what  professions  are  around  them  with  a  more  attractive  and  fun  appearance.  In designing this game using Construct 2 software using the GDLC (Game Development Life Cycle) method. The black box test shows that the game runs as expected. The test of this game consisted of 31 respondents including 9 teachers and friends with educational backgrounds. The results of this study can be concluded that, by using the SUS test with an average of 85.21% this game is feasible to use. In addition, Professional Recognition Educational Games can be implemented into Android, so users will find it easier to use.","construct 2, game edukasi, anak tunagrahita, GDLC"
", Fatah Yasin Al Irsyadi, ST., M.T.",Game Edukasi Pengenalan Sistem Tata Surya Untuk Kelas 6 Sekolah Dasar,"In the current technological development, the world of Education continues to experience innovation so that the teaching and learning process can be in line with the development of the times, SD Negeri 11 Ngringo is one of the elementary schools in Karanganyar Regency that  continues  to  innovate  and  improve  the  quality  of  its  learning.  Educational  games become one of the solutions to increase students' learning interests and facilitate the process of  delivering  materials,  through  the  creation  of  this  educational  game  is  expected  that students  can  understand  the  learning  materials  easily.  In  addition  to  helping  students  in understanding learning materials, this educational game also has an attractive interface that makes  students  do  not  get  saturated  quickly  in  the  implementation  of  learning  activities. This android-based educational game is created using Construct 2 software, the design of this  educational  game  uses  the  Game  Development  Life  Cycle  waterfall  model  method consisting  of  analysis,  design  that  includes  game  design,  creation,  and  testing  using  the Black Box method and the System Usability Scale method. The results of this study based on testing using the Black Box method obtained valid output data and at the time of testing using  the  System  Usability  Scale  obtained  a  score  of  80.6,  thus  this  system  can  help students in the learning process.","game, game edukasi, sistem tata surya, construct 2"
", Ir. Bana Handaga, M.T., Ph.D.",Sistem Keamanan Rumah Menggunakan Sensor Passive Infra Red dan Sensor Suhu Non-Contact Berbasis Arduino Uno,"Keamanan rumah menjadi salah satu aspek penting dan menjadi fokus bagi kebanyakan orang. Angka kriminalitas yang relatif tinggi dan sistem keamanan yang terbilang masih sederhana dan jauh dari kata efektif membuat banyak orang merasa khawatir akan keamanan rumah mereka. Jumlah penderita covid-19 disetiap daerah yang saat ini terus bertambah menjadi kekhawatiran tersendiri bagi kebanyakan orang. Oleh karena itu dibutuhkan sistem keamanan yang efektif dimana pemilik rumah dapat mengetahui informasi akan adanya penyusup atau orang tidak dikenal yang akan memasuki rumah mereka. Terdapat juga informasi apabila orang yang masuk rumah tersebut terindikasi gejala covid-19 atau tidak. Maka dibuatlah sistem kemanan rumah yang menggunakan Arduino Uno sebagai mikrokontroller, sensor pir untuk mendeteksi adanya gerakan, buzzer sebagai notifikasi langsung, serta sensor GY-906 atau sensor suhu non-contact untuk mengetahui suhu tubuh orang yang akan masuk rumah, yang hasilnya akan ditampilkan di LCD, dan Whatsapp sebagai notifikasi pesan kepada pemilik rumah. Metode yang digunakan pada penelitian ini adalah metode prototype. Implementasi dari sistem ini menggunakan sebuah prototype yang menyerupai ruangan rumah yang terbuat dari bahan acrylic. Sensor PIR dan sensor suhu diletakkan pada bagian atas pintu rumah. Sedangkan LCD dan buzzer diletakkan pada bagian dalam rumah. Berdasarkan hasil pengujian, sensor PIR memiliki tegangan output sebesar 3,36 V saat mendeteksi adanya gerakan dan memiliki tegangan sebesar 0 V saat tidak ada gerakan yang terdeteksi. Sensor suhu juga menunjukka hasil pengukuran yang cukup baik, yaitu memiliki rata-rata error sebesar 1.29%.","arduino uno, covid-19, infrared, IOT, sensor pir."
", Ir. Bana Handaga, M.T., Ph.D.",Penerapan Keamanan Server dengan Teknik Hardening pada Sistem Operasi Ubuntu Server,"Since the industrial era 4.0, the advancement of IT has become a practical architecture. By practically accessing content on a server, it is hoped that business activities or transactions in the industrial world will not be disturbed by anything. One of them is the threat of attack from hackers (hackers). This problem is troublesome for agencies that have implemented the new-normal system in the current pandemic, which saw the decline in performances from these agencies. So that on this occasion the authors conducted research ""Application of Server Security with Hardening Techniques on the Ubuntu Server Operating System"" with the aim of increasing the level of security on the server by reducing the level of vulnerability in it   to   hackers'  attacks.   This  implementation is  done by  configuring  the Ubuntu operating system with the default tools or built-in from the system. This research is expected to produce increased aspects of servers in agencies to facilitate business and non- business transactions. The testing method used is blackbox. Testing is done by testing through a virtual attack from a client, the server can answer the attacker's address, limit incoming foreign clients, limit connections, and can perform activities that the attacker does. This indicates that the implementation of server hardening went well without system damage.","keamanan, server, ubuntu, cyber crime."
", Ir. Bana Handaga, M.T., Ph.D.",Rancang Bangun Aplikasi Pengontrol Sistem Penyiram Tanaman Berbasis Arduino Dan Android,"The existence of plants as living things is very important for human life. Plants survive by utilizing water. The process of watering plants that are not controlled can have a negative impact on their survival. And the watering process that is done manually is very inefficient because the owner  must be in the same place with his plants. The purpose of this research is to design an application for controlling an automatic plant watering system based on Android and Arduino so that it can be used for mobility. The application is designed using the SDLC waterfall method using Flutter's toolkit with the darts programming language. While the system design uses Arduino IDE software. The results of this study are an android application that can monitor the value of soil moisture in plants in units of time and an on/off button that can turn on and off the water pump for watering plants. Users can see the value of soil moisture in real time through the android application using an internet connection. This usage uses the firebase server as a database by utilizing the firebase server's realtime firebase database feature. The systems and applications that have been designed are tested for usability with the final test of the application using usability testing. The results of the survey on usability testing found that the application was functioning as it should and got the ""Very Good"" category of 94.44% of the respondents.","Android, Arduino, Firebase, Flutter"
", Ir. Bana Handaga, M.T., Ph.D.",Analisa Keluhan Pasien Menggunakan Algoritma FP-Growth (Studi Kasus Praktek Mandiri Anugerah),"The rapid development and growth of technology in the current era of globalization has had a lot of influence in various aspects of the field, one of which is in the health sector. Data recording is done manually using paper that has lost data but has now changed to digital. For these data there is an association that handles complaints in patients. In research that uses the Fp-Growth Algorithm, because this algorithm is suitable for determining data that often appears in large quantities. The pattern of patient complaints is determined using parameter two, namely the value of support and the value of confidence. This system is based on a website with the PHP programming language, MYSQL as a database. The results of this study using the Fp-Growth Algorithm to find patterns of patient complaints where the data varies widely.","Algoritma Fp-Growth, Pola Keluhan Pasien, Minimum Support, Minimum Confidence."
", Dimas Aryo Anggora, S.Com. MSc.",Implementasi Algoritma Knn Untuk Memprediksi Potensi Penyakit Jantung Dengan Python Flask,"Heart disease is a non-communicable disease and the number 1 cause of death in Indonesia. According to WHO predictions, heart disease will cause 11 million deaths in 2020. Bad lifestyle and unhealthy consumption patterns of modern society are the causes of this disease experienced by many people. Lack of knowledge about heart conditions and the potential dangers cause heart disease attacks before any preventive measures are in presently. The use of technology in the health sector has been widely practiced in various places and one of the advanced technologies is machine learning. Machine learning technology can be used to predict the potential for heart disease by implementing the K-Nearest Neighbors (KNN) algorithm on a website-based system that is accessible to many people. KNN is a supervised algorithm that classifies objects in which class is not yet known and looks for the closest objects with the same class. The system is developed based on a website that uses the Flask micro-framework so that development is more efficient. Flask is a micro-framework based on the Python programming language that does not contain many tools and libraries so it is more portable and does not utilize a lot of resources.","Penyakit Jantung Koroner, Data Mining, K-Nearest Neighbors, Flask, Python"
"-, Jumadi, S.Si. M.Sc. Ph.D",Pengembangan Sistem Informasi Geografis Pemetaan Lokasi Panti Sosial Kabupaten Ngawi,"Ngawi is a regency with an area of 1,298.58 km². Ngawi Regency with large area it has a lot enough of social walfare instituations or social homes under Social Service of Ngawi Regency. The existence of social homes will create a continuity of social assistance allocation, both from indiduals or institutions. But in fact, that information distribution about social homes is still limited with look for the the information from local people or directly come to social service. Even Google Maps application, it doesn’t cover all of the social homes there. It will cause unequaly distribution of social assistance itself. Based on that problem, it need a geographic information system. Geographic information system can help to map the social home’s location and distribution of social home’s inforamtion at Ngawi Regency. The development of this system uses waterfall method and will be implemented website-based with the programming language PHP,HTML, and Leaflet Javascript. The outcome of developing a geographic information system is a system that capable to manage data, mapping and look for locations, also disseminate information on social homes in Ngawi Regency. Through blackbox testing, the result obtained reach 100% on the guttman scala so it can be concluded that the system can run well as expected","Kabupaten Ngawi ,Panti Sosial, Sistem Informasi Geografis"
", Dr. Heru Supriyono, M.Sc",Rancang Bangun Sistem Pendaftaran Pernikahan Berbasis Android Di KUA Tasikmadu Kabupaten Karanganyar,"The purpose of making this thesis is implementing a premarital registration application based on the Android operating system. This application was made to simplify the marriage registration process, especially in KUA Karanganyar. This marriage registration application consists of 3 (three) parts, namely: 1. Android-based applications that are intended for registrants, 2. Web-based applications are used to manage incoming registrant data and 3. Online server to accommodate the registrant's data. The results of testing of the marriage registration application include: first, providing clear information about the flow of marriage registration at KUA Karanganyar. Second, making it easier for people to register for marriage. Third, cutting down the bureaucratic path of marriage registration, and fourth, saving time and money when registering marriage.","application, android, web, KUA, registration"
FAIZAL ROZAQ ,Pengembangan Pelaporan Keuangan Toko Rappi Collection Memanfaatkan Teknologi Informasi,"Abstract
Financial data must be organized in a retail and well structured way to produce a report or useful information to support the smooth running of a business process or business. Financial data reporting at Rappi Collection stores still uses conventional data reporting which results in various problems in the process of managing financial data reporting. Problems can include errors in data logging, data stacking, errors in report creation, and loss of financial reporting data due to the lack of backups in conventional data logging systems. The purpose of this research is to expand financial reporting by utilizing information technology in rappi collection stores. The method applied in developing this system is utilizing waterfall methods including needs analysis, system design, program code writing, program testing and program implementation. The encoding implementation in this system development uses php and MySQL programming languages as databases and uses the codeigneter framework. The system has gone through the black box testing and usability scale testing stage resulting in all the features contained in the system has run as it should without any failure in its operation and got a score of 75 out of 10 respondents in the certification using the SUS method and can already be categorized into a good system. Results resulting from the development of financial reporting systems can manage and generate useful information to help existing business processes.
Keywords : Codeigniter, Finance, Information technology","Codeigniter, Finance, Information technology"
", Dr. Agus Ulinuha, M.T",Pengembangan Sistem Informasi Berbasis WEB Untuk Pimpinan Daerah Muhammadiyah Kabupaten Sragen,"For the management of an organization, it may have some difficulties, such as the lack of optimal management activities or members data of the organization. Therefore a reliable management system is necessary so that management within the organization may be carried out more optimally. For the management of the Muhammadiyah Principal Board of Sragen District (Pimpinan Daerah Muhammadiyah Kabupaten Sragen), a reliable system is also needed to support the movement of various activities within the organization. The web-based information system will be the solution for the problem. This system can be used to manage various activities and monitor their progress and make it easier for administrators to collect data on their members. This system can also display various institutional news so that the public knows more about the Muhammadiyah Principal Board of Sragen District (Pimpinan Daerah Muhammadiyah Kabupaten Sragen). The system is developed using the Waterfall method and this system has systematic stages so that it has an output that meets the needs. This system is developed using the Hypertext Preprocessor (PHP) programming language with MySQL database. While the test used is Black Box testing based on the results of system functionality. The results of the Black Box test show that the functionality of the system runs well without any problems. The system has successfully performed for the functions of managing activities, organizing members, and capability of displaying organization news.","Manajemen Anggota Organisasi, Manajemen Kegiatan, Pimpinan Daerah Muhammadiyah, Sistem Infomasi, Waterfall"
", Maryam S.Kom., M.Eng.",Sistem Informasi Reservasi Hotel Red Chilies Berbasis Web,"Sistem Informasi Reservasi Hotel Red Chilies Berbasis Web, adalah sistem informasi
yang fokus pada data reservasi yang dimasukan oleh resepsionis berkaitan dengan
reservasi yang ada di dalam transaksi bisnis hotel tersebut.Pada sistem sebelumnya,
data dimasukan secara manual dengan menggunakan MS.Excel. Resiko yang dimiliki
adalah pengelolaan yang kurang efektif dan efisien.Menggunakan sistem informasi
berbasis web,input data dari setiap transaksi dapat direkap dengan cepat. Oleh karena
itu diperlukan sistem pencatatan berbasis website guna meningkatkan efisien sistem
kerja di hotel. Dikembangkannya sistem ini bertujuan membantu pengelolaan data
reservasimenjadi lebih efektif dan efisien, memudahkan dalam memasukan data
reservasidan membantu pengelolaan data. Sehingga transaksi tercatat dan tersimpan
dengan baik. Sistem dibuat dengan menggunakan metode SDLC Waterfall, didalamnya
meliputi analisis kebutuhan sistem, perancangan sistem, implementasi sistem,
pengujian sistem dan perawatan sistem. Sistem berbasis Website, menggunakan bahasa
pemrograman PHP dengan framework Laravel, Text editor Sublime, dan Xampp
sebagai localhost, DatabaseMySql. Adanya sistem informasi berbasis web akan
mengatasi kesalahan dalam proses pencatatan secara manual serta mempermudah
dalam membuat laporan keuangan yang berkaitan dengan reservasi untuk finalisasi
data transaksi yang terkomputerisasi secara otomatis.Hasil dari penelitian ini adalah
sebuah sistem yang telah diuji dengan black box, hasil uji black box menyatakan bahwa
sistem berjalan baik dan sesuai yang diharapkan. Kuisioner dengan metode SUS
mendapatkan hasil 71.8 yang berarti bahwa sistem layak dan diterima dengan baik oleh
user.","berbasis web, hotel, reservasi, sistem informasi"
", Dedi Gunawan, S.T., M.Sc., Ph.D",Sistem Informasi Inventaris Aset Berbasis Website di Sekolah Dasar Muhammadiyah 16 Surakarta,"The advancement of information and communication technology attracts institution to transform their business strategy from conventional methods to the digitalized method, specifically in managing asset and inventory. A school namely SD Muhammadiyah 16 Surakarta which is a part of education system need such information system to help the school in recording its assets. Presently, the school uses spread sheet application to manage its asset and inventory. However, it causes many errors such as data duplication, missing data, and data inconsistency. Therefore, to address the problem in this research we propose to build a web-based application to manage the school assets and inventory. The proposed system is developed using waterfall method which consists of requirement analysis, design, development, testing, and maintenance. To boost the development time and software quality we adopt CodeIgniter framework and MySql database management system. To evaluate the system, we conduct several tests such as black box testing and system usability scale. Experimental results show that our system is well performed and meet the user expectation with high usability scale. Based on the Black Box Testing of the Asset Information System, it was stated that there were no errors in every function and was running well, while the System Usability Scale test obtained a fairly high score with a percentage of 78.25%, which means this system is relatively easy to use and can be well received by the public. user.","Inventaris, aset, sistem informasi"
", Dedi Gunawan, S.T., M.Sc., Ph.D","Sistem Informasi Penjualan Pakaian Nddstoree
Kota Bengkulu Berbasis Web","The advancement of internet technology increases the demand of information system development from various institution either private or public to improve their service. NDDSTOREE is one of the private institutions that needs the information system to improve its business. NDDSTOREE is located in Kebun Beler city, Bengkulu Province sells various clothing stuffs. Currently, the store relies on traditional selling where customers have to visit the store and make transaction on site. These activities are inefficient since the marketing information such as discount and promo offered by the store cannot be spread widely. Moreover, manual transaction frequently causes error in reporting. Therefore, to address these problems we create a web-based application system to help the store. To develop the application, we follow the waterfall method which consists of requirement analysis, system design, coding, testing and maintaining the program. Based on the two testing methods for this system, it can be concluded that when the Blackbox test showed the results that the system was running in accordance with the functions and features running in harmony, while in the SUS test an average value of 77,08 showed that the features in this system could accepted by the user.","Kota Bengkulu, Nddstoree, Penjualan, Sistem Informasi."
"-, Fajar Suryawan, S.T, M.Eng.Sc.,Ph.D.",SISTEM INFORMASI E-KELURAHAN DI DESA KABONGAN KIDUL BERBASIS WEB,"The Kabongan Kidul Village Office is one of the government units at the village level that handles all population data such as applications for ID cards, applications for making KK, transfer certificates, and others. The administrative information system is intended to increase efficiency in terms of community services, especially in Kabongan Kidul Village, which has been done manually so far, thus slowing down the process of adding, changing and deleting data. Therefore it is necessary to conduct research to develop information systems regarding population. The purpose of this information system is to avoid forgery and duplication of data identities and to increase efficiency in terms of public services. Especially regarding correspondence, such as letters of application for ID cards, letters of application for KK, birth certificates, certificates of death and letters of transfer. In the process of building this village administration system using the waterfall method. Consists of needs analysis, design design, coding, testing, maintenance. This information system development uses several software, including PHP, CodeIgniter Framework, Javascript, MySQL, CSS, DB Designer,  Sublime Text 3.","Sistem Informasi Administrasi, E-Kelurahan, Desa Kabongan Kidul"
"-, Fajar Suryawan, S.T, M.Eng.Sc.,Ph.D.",SISTEM INFORMASI PENJUALAN PADA KEDAI DEGAN BANG MOLOOR,"Kedai Degan Bang Moloor is a shop that supplies consumption needs with or more commonly referred to as young coconut, this shop is also one of the largest suppliers of young coconut in the Purwodadi Grobogan area. The shop also provides various types of young coconut, ranging from young coconut as a natural treatment, young coconut for consumption and young coconut as a cultural tradition. Every day a lot of young coconuts are sold in this shop and the demand for young coconut every day is increasing continuously, especially when entering the holy month of Ramadan, the demand for coconut fruit consumption can increase to ten times from a normal day. In this shop, all information about transactions is done manually, starting from bookkeeping, recording accounts receivable and calculating the available stock of goods. So that we need a system that is able to process the data so that it becomes fast and efficient. For this reason, this research was conducted which aims to make it easier for the owner of the shop to get information about profits and losses, stock of goods and other financial data. This study uses the Waterfall method which consists of needs analysis, design, coding, testing and application. The development of this system uses several software, namely: PHP, Mysql, Visual Code Studio, CodeIgniter and Javascript","CodeIgniter, Javascript, MySQL, PHP"
"-, Dr. Ir. Bana Handaga M.T",SISTEM INFORMASI PENJUALAN SAPI BERBASIS WEBISTE DI DAERAH KARANGMALANG SRAGEN,"In this day and age, it is possible for everyone to sell their goods through an online business. So that they can sell their goods on websites, marketplace applications and special product applications. Not only goods that are sold but also plants or animals, there are still at least people who do not understand how the sales process works. Cattle farming in the Sragen area is a place for livestock which is quite a lot, one of which is in the Karangmalang area of Sragen. In order to make it easier for cattle farmers to sell their cows, an information system is made that contains cattle sales transactions using the frontend. This method uses the SDLC method with a cascade approach using UML (Unified Modeling Language) which consists of use case diagrams, class diagrams and activity diagrams. This research makes a cattle sales information system to make it easier for farmers in the Karangmalang area of Sragen and can be implemented in that area.","Sistem, Informasi, Penjualan Sapi, Sapi Potong, Peternakan Sapi"
"-, Dr. Ir. Bana Handaga M.T",ELECTRONIC DEVICE CONTROLLER BASED ON INTERNET OF THINGS USING ESP32 AND BLYNK,"Information technology devices owned by humans can now access any information easily by using an internet connection. Internet technology also provides ideas for creating and developing various technological innovations. Humans can make various kinds of devices as a tool in when doing various activities in daily life to be used appropriately, effectively and efficiently. One of the supporting devices is the application of the Internet of Things (IoT) technology which is part of information technology and can be applied to electronic devices. Internet of things (IoT) connecting the devices and tools to the internet network that can be controlled by websites and smart phone applications, controlling the tools and instruments by codes and algorithms structures. In this case the researcher want to create system that can helping human activity when they at house or when they leave the house. By using a Wi-Fi network as a central between users and the system. This research suggests a solution that can save human energy by controlling the device one by one. Using ESP32 as a microntroller of the system, allows this system to be controlled a many things at the same time and the addition of the Blynk Server database from the Blynk application allows this system to be accessed from a long distance where it functions to monitor the state of electronic device when the user is not in home.","Smarthome, ESP32, Blynk, Mikrokontroler, Arduino, Internet of Things."
"-, Devi Afriyantari, Puspa Putri, M.Sc",Rancang Bangun Sistem Informasi Pada Paud Qurrotu Ayun Sukoharjo,"Paud Qurrotu Ayun, located in Gonilan village, Pabelan sub-district, Sukoharjo regency, is an early childhood education that manages the playgroup level up to kindergarten level. Data processing that is deemed inefficient and data storage that is still manual and has not been centralized into a single database have made problems in processing, data collection and presentation of academic information on Paud Qurrotu Ayun. Therefore, in making this system the designer will discuss the concept to be built and provide a general description to the user about the new system to meet the needs of the system users later. The method to be used in making academic information systems at Paud Qurrotu Ayun uses themethod waterfall with theframework Codeigniter. The purpose of this study is that the system that has been created can help staff and teachers at Paud Qurrotu Ayun in processing, collecting data and presenting information to teachers, students and schools. And with this system, it can support and promote academic activities at Paud Qurrotu Ayun. Based on the system testing that has been carried out by the author using the blackbox method and the Usability Acceptance Test, the results show that the information system is good and feasible to use as it should.","paud, sistem informasi, website"
"-, Dedi Gunawan, S.T., M.Sc., Ph.D",Sistem Informasi Pemesanan Jasa Tukang Barbasis Website,"Construction worker is a highly skilled field of work that requires concentration and precision in building construction. During the Covid19 pandemic, it is difficult to find highly skilled construction workers nearby who are available since people do not have acquaintances or contacts of them. To address the problem, we propose to build a web-based information system that provide various information related to the construction workers such as hiring price, time availability and rating of workers’ skill. People who need their service can easily find the workers to hire them according to the workers skill. To develop the system we adopt Waterfall method, which consists of requirement analysis, design, development, testing, and maintenance. The system is built by using PHP Codeigniter framework as the programming language and MySQL as the database container. Based on the test results conducted by blackbox and SUS (System Usability Scale) methods, the blackbox testing method shows that the system has no errors, while from the sus test results obtain a percentage of 77% which indicates that the system is accepted in the community, and can be used in accordance with its functions.","Construction, Website, Waterfall, PHP."
", Aris Rakhmadi, S.T., M.Eng",Sistem Informasi Pengelolaan Persediaan Barang Pada Toko Dymas Kulit,"Dymas Kulit shop is a home industry of leather craftsmen located in the Magetan district. Inventory management of goods in Dymas Kulit Shop using books (manuals). Recording an inventory of goods using manual means can cause problems similar to inaccuracies in the data in the store and the book. From the problem came the idea to develop an information system for inventory management of goods that can perform data collection and management of the inventory of goods, can control the stock of goods well, and can print reports. The method applied in the development of the system is the waterfall method. This information system uses PHP as programming language and implements a CodeIgniter framework. Based on black-box testing, the results obtained from 13 test points are that system and all features can run well. The second test used system usability scale (SUS) testing with an average score of 73.3 which means acceptable. The results of this research include an information system that
can manage craftsmen's data, goods data, incoming goods data, and outgoing goods data also print reports of incoming and outgoing goods.","codeigniter, inventory, information system, waterfall"
", Jumadi, S.Si. M.Sc. Ph.D",Informasi Geografis Pemetaan Kuliner Tradisional Tingkat Umkm Di Kota Solo,"The world is experiencing a crisis in various sectors in 2020, due to the massive spread of COVID-19, this virus first appeared in the city of Wuhan, China at the end of 2019. Indonesia also experienced the same thing, various sectors began to experience a crisis, especially in economics. As a result, around 50% of UMKM actors closed their businesses, whereas in 2018 the UMKM sector contributed IDR 14,838.3 trillion to GDP, this indicates that this sector is very influential for the country's economy, even with the existence of UMKM, job opportunities are getting wider. The government seeks to restore the stability of the UMKM economy, by providing direct cash assistance and also providing electricity tax relief for UMKM actors. In addition, there is a need for an UMKM mapping information system that aims as a promotional media for UMKM that are returning to life so that they are immediately known again by the public, especially in the city of Solo. This information system was developed using the waterfall method, which resulted in an android-based geographic information system called the PILUS application. This application has a main feature that displays a map of the location of UMKM in the city of Solo, and UMKM actors can also add their store to the PILUS application. Results based on black box testing and usability testing this application is good and can be accepted by users and fulfills the objectives of developing this PILUS application.","COVID-19, UMKM, Sistem Informasi Geografis, Aplikasi PILUS,
Kota Solo"
"-, Azizah Fatmawati, ST., M.Cs",Rancang Bangun Sistem Informasi Penggajian Di CV. Sari Makmur Berbasis Web,"A payroll information system is one of the systems needed in a company. CV. Sari Makmur is a business entity engaged in the procurement of construction goods and services. In CV. Sari Makmur Karanganyar payroll still uses the conventional system, namely salaries are calculated manually using Microsoft Excel and employee data storage only uses Microsoft Word. This is considered less effective because it is vulnerable to losing employee data and monthly payroll reports. The purpose of the researcher is to develop a system that can facilitate the admin in calculating salaries, storing employee data, salary slips, and monthly payroll reports. The development of this information system uses the waterfall method which includes system requirements, software requirements, analysis, program design, coding, testing, and operations. The system is tested using the black box testing method with the results that the system has been running well and is feasible to use.","Blackbox, Payroll, Information System, Waterfall"
"-, Azizah Fatmawati, ST., M.Cs",Sistem Informasi Penjualan Dan Pembelian Pada Apotek Sumber Sehat Sukra Berbasis Web,"Data management at pharmacies is needed to reduce data errors, but manual data management can hinder the work of a system. Sumber Sehat Pharmacy is one of the pharmacies that performs the process of managing drug data, sales, and purchases by recording data in a ledger. This manual method is not optimal because it requires energi and time and possibility of errors is very large. This study aims to develop a web-based drug sales and purchases information system at Sumber Sehat Sukra pharmacies. The development of this system uses the waterfall method which is structured from requirements analysis, system design, program code writing, testing, and implementing. Based on the results of testing using blackbox testing that has been carried out, it shows that the system is running well and each menu is running according to its function.","Buying, Information Systems, Pharmacy, Selling."
", Supriyono, S.T., M.T., Ph.D",Sistem Informasi Pemesanan Catering Ezna Berbasis Web,"Ezna Catering is a business that is engaged in services, located in the village of Jambu Rt 01 Rw 01, Mlonggo District, Jepara Regency. The development of online-based businesses in Indonesia seems to be growing rapidly. The development of increasingly advanced technology and increasingly supportive facilities have made changes to society, where people have started to use services more effectively. Ezna catering ordering is currently still manual, where people have to come to the place to order catering. The aim of this research is to develop Ezna catering system in an effective and efficient customer ordering process so as to expand the marketing reach. Therefore, the researcher wanted to design a website-based catering order. The development of a catering ordering system in this study uses the waterfall method with PHP components assisted by the Codeigniter Framework and uses the MySql database. Based on the results of testing using black-box, this system is successful and can run well. The result of this research is this information system can function properly in accordance with the intended purpose. The conclusion obtained in this study is the information system has been successfully implemented in accordance with the objectives.","pemesanan, catering, sistem informasi, waterfall"
", Devi Afriantari Puspa Putri, S.Kom., M.Sc",Autentifikasi Sertifikat Tahsin Menggunakan Qr Code Di Lembaga Pendidikan Dan Pelatihan Majelis Tafsir Al-Quran Karanganyar,"A certificate is a letter made as a token of recognition to someone for having passed a certain competency test. The tahsin Education and Training Institute (LPPT) Majelis Tafsir Al-Qur’an (MTA) has one of the competency programs for the promotion exam or called marhalah in the tahsin exam.The certificate will be issued by the LPPT MTA if a person has reached the predetermined standards. The purpose of making this website is that LPPT MTA does not yet have a web that is Used to automatically generate certificates and is equipped with a QR Code and minimizes possible fraud. This study the authors use the System Development Life Cycle (SDLC) method with the waterfall method. The tests carried out by the the author use black box testing to ensure the quality of the system that is made to run properly. Testing the system results that all functions are running well. QR Code testing has the results that the QR Code can be read from 10cm to 30 cm,but cannot be read within 5 cm because the distance is too close, and testing the QR Code form if it is covered in a field, then the QR Code cannot be read. The last test conducted the SUS questionnaire usability test to 20 respondents getting a value of 76,125 which means that the value gets a good rating. In this study, it can be concluded that in order to minimize fraud committed by other parties on behalf of the LPPT MTA in the marhalah exam, QR Code is added to the tahsin certificate to test the authenticity of the issued certificate.","Sertifikat, QR Code"
